,MW,AMW,nTA,nBM,RBN,nF,N%,O%,D/Dtr05,D/Dtr09,D/Dtr10,MAXDP,X2v,Yindex,IC3,CIC5,ATSC2m,ATSC3m,ATSC1p,GATS6e,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_8,P_VSA_MR_3,P_VSA_MR_5,P_VSA_MR_7,P_VSA_v_3,P_VSA_p_4,P_VSA_s_1,P_VSA_s_3,P_VSA_s_5,P_VSA_ppp_D,SpDiam_EA(dm),Chi1_EA(dm),SM13_AEA(dm),SM14_AEA(dm),SM15_AEA(dm),SM02_AEA(ri),SM03_AEA(ri),SM04_AEA(ri),SM05_AEA(ri),SM06_AEA(ri),SM10_AEA(ri),nCp,nCs,H-046,H-047,H-051,H-052,SaaN,SssO,CATS2D_02_AA,CATS2D_02_AL,CATS2D_03_AL,CATS2D_05_AL,CATS2D_04_LL,T(N..Cl),T(O..F),T(O..Cl),T(F..Cl),F01[C-N],F03[C-O],F03[C-Cl],MLOGP2
107,148.12,9.875,2,8,0,0,0.0,20.0,17.22,32.421,0.0,3.833,2.223,1.606,2.974,0.933,2.281,3.893,1.278,3.497,0.0,0.0,37.905,0.0,0.0,0.0,0.0,58.659,0.0,0.0,20.754,0.0,0.0,3.859,3.309,2.779,2.168,-1.284,-1.377,-2.128,-3.819,-5.174,-6.144,0.0,0,0,0,4,0,0,0.0,4.354,2,4,6,2,0,0,0,0,0,0,8,0,4.804
108,147.14,9.196,2,8,0,0,6.3,12.5,17.22,32.421,0.0,3.928,2.286,1.606,3.625,0.0,2.948,4.792,1.318,1.882,0.0,0.0,37.905,0.0,0.0,16.786,0.0,48.981,0.0,0.0,11.076,0.0,42.683,2.562,5.04,2.779,2.168,-1.284,-1.377,-2.128,-3.819,-5.174,-6.144,0.0,0,0,0,4,0,0,0.0,0.0,2,4,6,2,0,0,0,0,0,2,6,0,4.804
109,85.17,5.01,0,0,0,0,5.9,0.0,0.0,0.0,0.0,0.785,1.811,2.056,2.793,1.294,7.279,7.827,1.596,0.0,0.0,11.815,18.011,0.0,0.0,29.826,0.0,11.815,0.0,0.0,11.815,18.011,18.011,0.8,7.5,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,4,0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0.668
110,139.12,9.275,3,7,1,0,6.7,20.0,0.0,0.0,0.0,3.036,1.774,1.597,3.374,0.533,2.725,4.928,1.228,0.352,6.545,0.0,37.905,0.0,0.0,0.0,6.545,40.662,0.0,0.0,2.757,0.0,42.683,2.393,7.733,2.275,-0.5,-2.0,-3.0,-3.01,-5.275,-5.487,0.0,0.0,0,0,0,4,0,0,0.0,0.0,1,4,8,0,0,0,0,0,0,1,6,0,0.613
111,137.15,8.068,3,7,1,0,5.9,11.8,0.0,0.0,0.0,3.118,2.093,1.597,3.337,0.75,5.215,6.089,1.505,2.251,15.37,0.0,37.905,0.0,0.0,8.825,6.545,52.673,0.0,0.0,5.942,0.0,0.0,2.393,8.041,2.275,-0.5,-2.0,-3.0,-3.01,-5.275,-5.487,0.0,0.0,1,0,3,4,0,0,0.0,0.0,1,2,6,3,0,0,0,0,0,1,4,0,2.81
112,162.21,7.373,3,8,2,0,9.1,4.5,0.0,0.0,0.0,3.533,2.375,1.293,3.789,0.545,6.639,9.071,1.744,1.594,0.0,65.794,56.857,0.0,0.0,65.794,12.233,67.504,0.0,0.0,10.647,0.0,65.794,1.96,3.149,2.235,2.136,-0.531,-2.0,-2.254,-2.347,-4.144,-4.789,0.0,0,0,0,6,0,0,0.0,0.0,0,0,1,2,1,0,0,0,0,2,1,0,0.57
113,58.09,5.809,2,1,1,0,0.0,10.0,0.0,0.0,0.0,2.174,0.575,3.132,2.314,0.0,3.333,3.219,0.908,0.0,8.825,2.535,0.0,0.0,0.0,11.36,11.424,22.784,0.0,0.0,2.535,0.0,0.0,2.555,1.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0,2,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0.041
114,74.09,6.735,3,1,1,0,0.0,18.2,0.0,0.0,0.0,2.368,0.747,3.916,2.845,2.634,4.049,4.717,0.895,0.0,8.825,2.535,0.0,0.0,0.0,11.36,0.0,12.27,0.0,0.0,3.444,0.0,42.683,3.925,1.893,-3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0,2,0,0.0,0.0,1,2,2,0,0,0,0,0,0,0,2,0,0.018
115,59.13,4.548,2,0,1,0,7.7,0.0,0.0,0.0,0.0,1.028,0.789,3.132,2.873,2.797,3.874,3.45,1.001,0.0,8.825,37.537,0.0,0.0,0.0,46.363,0.0,13.465,0.0,0.0,4.64,0.0,32.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,2,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.12
116,76.11,5.855,3,0,1,0,0.0,15.4,0.0,0.0,0.0,2.111,1.032,3.916,3.181,2.643,5.095,6.147,0.963,0.0,8.825,0.0,85.367,0.0,85.367,8.825,0.0,8.825,0.0,0.0,0.0,0.0,85.367,0.0,0.822,-3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,3,0,3,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0.285
117,58.09,5.809,1,0,0,0,0.0,10.0,0.0,0.0,0.0,1.208,1.144,0.0,2.646,2.336,3.805,2.847,0.959,0.0,8.825,4.592,0.0,0.0,11.0,13.418,0.0,13.418,0.0,0.0,4.592,0.0,0.0,1.72,4.792,-3.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3,0,3,0.0,4.708,0,1,0,0,0,0,0,0,0,0,0,0,0.002
118,68.09,7.566,0,5,0,0,22.2,0.0,9.167,0.0,0.0,0.597,0.766,3.125,3.17,0.0,2.82,2.873,0.554,0.0,0.0,0.0,18.524,0.0,0.0,25.71,16.663,27.571,0.0,0.0,0.0,16.663,16.663,0.0,0.0,-3.236,-3.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.597,0.0,0,1,0,0,0,0,0,0,0,2,0,0,0.134
119,54.031,9.005,2,0,0,0,0.0,16.7,0.0,0.0,0.0,0.889,1.225,0.0,0.931,0.0,2.784,2.326,38.904,0.0,10.883,0.0,0.0,0.0,0.0,0.0,0.0,10.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,4.389,0,0,0,0,0,0,0,0,0,0,0,0,0.663
120,73.16,4.573,4,0,0,0,6.3,0.0,0.0,0.0,0.0,1.354,2.366,0.0,1.545,0.0,5.511,6.506,1.352,0.0,26.476,32.897,0.0,0.0,0.0,59.373,0.0,26.476,0.0,0.0,0.0,0.0,32.897,0.0,7.5,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,9,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.64
121,208.37,6.314,4,0,8,0,0.0,12.1,0.0,0.0,0.0,1.923,4.387,2.695,2.286,2.911,19.031,23.391,4.269,0.066,35.301,18.37,0.0,0.0,0.0,53.67,0.0,53.67,0.0,0.0,18.37,0.0,0.0,0.0,6.977,2.2,1.094,-0.656,-0.656,-0.656,-1.735,-5.544,-5.544,0.0,4,0,0,8,0,12,0.0,21.692,6,4,0,0,0,0,0,0,0,0,12,0,0.063
122,72.12,5.548,0,0,0,0,0.0,7.7,9.167,0.0,0.0,1.444,1.319,3.125,2.162,1.538,6.131,5.468,1.305,0.0,0.0,14.254,0.0,0.0,11.0,14.254,0.0,14.254,0.0,0.0,14.254,0.0,0.0,1.72,3.488,-3.236,-3.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,4,0,4,0.0,4.944,0,2,0,0,0,0,0,0,0,0,0,0,0.166
123,163.38,20.422,5,1,0,0,0.0,25.0,0.0,0.0,0.0,2.625,3.084,4.656,2.031,0.0,9.11,4.492,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.446,118.356,0.0,0.0,0.91,0.0,42.683,4.565,3.133,-3.0,-3.0,-6.155,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,1,0,6,0,0,0,0,18,0,0,0,0,0.991
124,117.16,29.29,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.694,2.227,0.0,0.0,0.0,0.789,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
125,119.37,23.874,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.694,2.227,0.0,0.0,0.0,8.292,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.446,117.446,0.0,0.0,0.0,0.0,0.0,2.49,1.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.301
126,101.22,4.601,3,0,3,0,4.5,0.0,0.0,0.0,0.0,0.375,1.62,2.933,2.025,3.029,7.837,8.214,1.85,0.0,26.476,6.317,0.0,0.0,0.0,35.917,0.0,32.793,0.0,0.0,6.317,0.0,0.0,1.2,9.053,-0.464,-3.791,-3.791,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,6,0,9,0.0,0.0,0,3,0,0,3,0,0,0,0,3,0,0,2.519
127,114.03,14.254,5,1,0,3,0.0,25.0,0.0,0.0,0.0,2.579,0.803,4.656,2.031,0.0,0.971,0.711,0.602,0.0,0.0,0.0,0.0,7.76,0.0,7.76,0.0,8.669,0.0,0.0,0.91,0.0,42.683,5.735,2.322,-3.0,-3.0,-6.155,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,18,0,0,0,0,0,0.134
128,70.02,14.004,3,0,0,3,0.0,0.0,0.0,0.0,0.0,1.667,0.247,0.0,0.0,0.0,1.869,0.0,0.284,0.0,0.0,0.0,0.0,14.05,0.0,14.05,0.0,14.05,0.0,0.0,0.0,0.0,0.0,4.53,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.243
129,103.93,6.496,3,0,3,0,0.0,18.8,0.0,0.0,0.0,1.104,0.996,2.933,1.623,3.08,7.504,3.657,1.424,0.0,32.649,0.0,0.0,0.0,0.0,0.0,0.0,32.649,0.0,0.0,0.0,0.0,0.0,0.0,3.488,-0.464,-3.791,-3.791,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,0,0,0.0,13.812,3,0,0,0,0,0,0,0,0,0,6,0,1.876
130,59.13,4.548,3,0,0,0,7.7,0.0,0.0,0.0,0.0,0.0,1.342,0.0,0.855,0.0,4.028,3.295,0.779,0.0,25.189,0.0,0.0,0.0,0.0,3.124,0.0,25.189,0.0,0.0,0.0,0.0,0.0,1.2,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0.12
131,86.1,7.175,3,2,2,0,0.0,16.7,0.0,0.0,0.0,2.75,0.776,2.636,3.022,1.459,4.26,4.371,1.021,0.0,8.825,27.301,0.0,0.0,0.0,8.825,0.0,43.318,0.0,0.0,7.191,0.0,0.0,4.174,2.837,-2.0,-3.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,3,0,0.0,4.167,1,3,0,0,1,0,0,0,0,0,1,0,0.229
132,105.16,5.842,2,0,4,0,5.6,11.1,0.0,0.0,0.0,2.149,1.197,1.73,2.837,1.565,7.414,8.377,1.207,1.237,0.0,4.211,103.377,0.0,85.367,22.222,0.0,4.211,0.0,0.0,4.211,18.011,103.377,0.8,5.317,-0.586,-2.0,-3.414,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,8,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0.84
133,106.14,6.244,2,0,4,0,0.0,17.6,0.0,0.0,0.0,2.086,1.06,1.73,2.676,1.652,7.474,8.147,1.193,0.927,0.0,9.185,85.367,0.0,96.367,9.185,0.0,9.185,0.0,0.0,9.185,0.0,85.367,1.72,2.807,-0.586,-2.0,-3.414,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,8,0,0,0.0,4.632,0,0,0,0,0,0,0,0,0,0,0,0,0.84
134,74.14,4.943,3,0,1,0,0.0,6.7,0.0,0.0,0.0,2.361,1.257,3.916,3.14,2.718,5.333,5.802,1.353,0.0,17.65,2.535,42.683,0.0,42.683,20.185,0.0,20.185,0.0,0.0,2.535,0.0,42.683,0.0,1.163,-3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,1,0,5,0.0,0.0,0,2,1,0,0,0,0,0,0,0,1,0,0.64
135,44.06,6.294,2,1,0,0,0.0,14.3,0.0,0.0,0.0,1.806,0.236,0.0,1.326,0.0,2.158,1.647,0.559,0.0,8.825,0.0,0.0,0.0,0.0,8.825,11.424,20.249,0.0,0.0,0.0,0.0,0.0,2.555,0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.101
136,60.06,7.507,3,1,0,0,0.0,25.0,0.0,0.0,0.0,2.0,0.519,0.0,2.031,0.0,2.72,2.881,0.537,0.0,8.825,0.0,0.0,0.0,0.0,8.825,0.0,9.735,0.0,0.0,0.91,0.0,42.683,3.925,1.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0.149
137,58.09,5.809,3,1,0,0,0.0,10.0,0.0,0.0,0.0,2.444,0.908,0.0,1.239,0.0,3.339,3.272,0.908,0.0,17.65,0.0,0.0,0.0,0.0,17.65,0.0,22.784,0.0,0.0,5.133,0.0,0.0,3.677,1.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,6,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0.041
138,76.53,8.503,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.957,0.752,3.132,2.373,0.0,5.412,4.341,0.857,0.0,0.0,18.616,9.476,0.0,0.0,2.85,48.625,67.241,0.0,0.0,2.85,0.0,0.0,2.06,1.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.795
139,128.19,6.104,3,2,5,0,0.0,9.5,0.0,0.0,0.0,3.346,1.725,1.787,3.785,0.607,8.366,9.334,2.033,0.819,8.825,25.428,9.476,0.0,0.0,18.487,9.476,50.921,0.0,0.0,16.853,0.0,0.0,3.349,3.261,0.313,-0.654,-2.417,-3.006,-4.386,0.0,0.0,0.0,0.0,1,2,5,5,0,2,0.0,4.675,1,3,3,1,1,0,0,0,0,0,4,0,2.621
140,153.81,30.762,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.715,3.857,0.0,0.0,0.0,0.914,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.595,0.0,0.0,0.0,0.0,0.0,3.32,2.41,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.957
141,86.47,17.294,3,0,0,2,0.0,0.0,0.0,0.0,0.0,2.099,0.577,0.0,0.0,0.0,2.885,0.0,0.532,0.0,0.0,0.0,0.0,8.43,0.0,8.43,39.149,47.578,0.0,0.0,0.0,0.0,0.0,4.596,0.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,1.86
142,84.93,16.986,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.653,0.909,0.0,0.0,0.0,12.313,0.0,0.261,0.0,0.0,3.165,0.0,0.0,0.0,3.165,0.0,81.462,0.0,0.0,3.165,0.0,0.0,2.4,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
143,74.14,4.943,2,0,2,0,0.0,6.7,0.0,0.0,0.0,1.333,0.781,2.34,2.073,2.482,5.42,4.559,1.254,0.0,17.65,9.185,0.0,0.0,11.0,26.835,0.0,26.835,0.0,0.0,9.185,0.0,0.0,1.72,3.488,-2.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,4,0,6,0.0,4.833,0,2,0,0,1,0,0,0,0,0,0,0,0.64
144,92.53,9.253,1,0,0,0,0.0,10.0,0.0,0.0,0.0,1.226,1.418,2.983,2.922,2.061,6.721,6.509,1.043,0.0,0.0,7.442,0.0,0.0,11.0,7.442,39.149,46.591,0.0,0.0,7.442,0.0,0.0,1.72,3.991,-3.0,-4.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,5,0,0,0.0,4.726,0,0,1,0,0,0,0,3,0,0,0,1,0.166
145,92.11,6.579,3,0,2,0,0.0,21.4,0.0,0.0,0.0,2.167,1.019,3.135,2.807,2.217,5.759,7.735,0.932,0.0,0.0,0.0,128.05,0.0,128.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.05,0.0,0.581,-2.653,-3.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,1.876
146,138.02,17.252,6,0,0,6,0.0,0.0,0.0,0.0,0.0,2.437,0.996,4.976,0.311,0.0,0.508,0.191,0.784,0.0,0.0,0.0,0.0,15.519,0.0,15.519,0.0,15.519,0.0,0.0,0.0,0.0,0.0,4.53,3.134,-3.0,-3.0,-3.0,-7.817,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.957
147,98.06,10.896,2,3,0,0,0.0,33.3,15.767,0.0,0.0,2.924,1.073,2.393,2.281,0.889,0.85,2.387,0.787,0.0,0.0,0.0,18.952,0.0,0.0,0.0,18.952,33.335,0.0,0.0,14.383,0.0,0.0,3.859,3.309,-1.328,-2.408,-4.473,-5.041,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,3.972,2,4,2,0,0,0,0,0,0,0,4,0,0.252
148,50.49,10.098,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.0,6.51,0.0,0.469,0.0,9.14,0.0,0.0,0.0,0.0,0.0,39.149,48.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.713
149,58.14,4.153,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.181,1.0,3.132,1.842,3.283,3.801,3.236,1.37,0.0,17.65,5.069,0.0,0.0,0.0,22.719,0.0,22.719,0.0,0.0,5.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,10,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7.447
150,32.06,5.343,2,0,0,0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,1.302,0.521,0.08,0.0,0.0,0.0,65.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.523
151,136.17,6.484,4,0,4,0,0.0,19.0,0.0,0.0,0.0,2.497,2.132,3.634,2.107,2.951,8.965,11.908,1.647,0.0,0.0,0.0,170.733,0.0,170.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.733,0.0,6.977,0.828,-0.325,-4.828,-4.828,-4.828,0.0,0.0,0.0,0.0,4,0,0,8,0,0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,12,0,1.729
152,72.17,4.245,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.212,1.354,2.34,2.352,2.703,5.042,4.726,1.72,0.0,17.65,7.604,0.0,0.0,0.0,25.254,0.0,25.254,0.0,0.0,7.604,0.0,0.0,0.0,0.0,-2.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,12,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,9.85
153,32.06,5.343,2,0,0,0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,1.302,0.521,0.08,0.0,0.0,0.0,65.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.523
154,108.16,6.76,2,6,0,0,12.5,0.0,0.0,0.0,0.0,1.371,1.667,1.848,2.25,1.75,5.172,6.592,1.17,4.639,0.0,0.0,103.699,0.0,0.0,0.0,0.0,43.418,0.0,0.0,5.513,0.0,65.794,0.0,5.0,0.0,-2.275,-3.0,-3.623,-5.275,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0.798
155,42.09,4.677,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.361,0.408,0.0,2.067,0.0,2.051,1.398,0.852,0.0,8.825,15.767,9.476,0.0,0.0,8.825,9.476,34.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.486
156,104.16,6.51,1,7,1,0,0.0,0.0,0.0,0.0,0.0,0.631,1.615,1.782,3.203,0.625,5.033,6.082,1.534,0.703,0.0,15.767,56.857,0.0,0.0,0.0,9.476,75.81,0.0,0.0,3.186,0.0,0.0,0.0,0.0,0.604,-1.393,-2.347,-4.096,-4.789,0.0,0.0,0.0,0.0,0,0,0,8,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,8.13
157,165.82,27.637,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.883,2.42,3.971,0.39,0.0,4.232,1.693,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.226,0.0,0.0,7.631,0.0,0.0,2.4,3.333,-2.0,-4.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6.047
158,102.04,12.755,4,0,0,4,0.0,0.0,0.0,0.0,0.0,2.41,0.749,5.184,1.406,0.0,3.035,3.862,0.737,0.0,0.0,8.47,0.0,7.76,0.0,16.229,0.0,16.229,0.0,0.0,8.47,0.0,0.0,4.53,1.696,-3.0,-4.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.301
159,92.15,6.143,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0.083,1.655,2.022,2.873,0.85,5.171,5.682,1.527,0.0,8.825,0.0,47.381,0.0,0.0,8.825,0.0,59.392,0.0,0.0,3.186,0.0,0.0,0.0,1.471,-0.838,-2.347,-3.206,-4.789,0.0,0.0,0.0,0.0,0.0,1,0,3,5,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,6.802
160,131.38,21.897,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.846,1.625,3.916,1.39,0.0,7.455,6.472,0.021,0.0,0.0,9.791,0.0,39.149,0.0,0.0,39.149,131.053,0.0,0.0,3.816,0.0,0.0,2.4,1.751,-3.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.332
161,147.43,13.403,3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.275,2.14,3.135,2.054,0.0,13.184,23.269,0.825,0.0,0.0,5.699,0.0,0.0,0.0,5.699,117.446,123.145,0.0,0.0,5.699,0.0,0.0,0.0,0.321,-2.653,-3.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,5,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,2,6.781
162,265.47,14.748,6,9,3,0,0.0,16.7,0.0,0.0,0.0,3.852,3.65,1.54,2.585,1.585,3.978,6.098,0.793,0.924,0.0,0.0,28.429,0.0,0.0,0.0,0.0,171.777,0.0,0.0,25.902,0.0,0.0,3.87,3.731,3.309,2.461,2.461,-1.953,-1.953,-2.0,-2.0,-2.0,-6.0,0,0,0,3,0,0,0.0,0.0,0,6,6,3,6,0,0,42,0,0,6,6,3.789
163,62.5,10.417,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.651,0.463,0.0,1.39,0.0,2.834,4.492,0.493,0.0,0.0,25.558,0.0,39.149,0.0,0.0,39.149,64.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.486
164,46.05,7.675,2,1,0,1,0.0,0.0,0.0,0.0,0.0,2.056,0.154,0.0,1.39,0.0,1.773,1.663,0.538,0.0,0.0,31.179,0.0,0.0,0.0,0.0,0.0,31.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.94
165,106.18,5.899,2,6,0,0,0.0,0.0,0.0,0.0,0.0,0.12,2.084,2.091,2.642,1.528,6.483,7.125,1.894,0.0,17.65,0.0,37.905,0.0,0.0,17.65,0.0,61.927,0.0,0.0,6.371,0.0,0.0,0.0,2.08,0.0,-1.645,-3.451,-3.464,-5.792,0.0,0.0,0.0,0.0,2,0,6,4,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,8.653
