,MW,AMW,nBM,RBN,nDB,nN,nF,O%,D/Dtr03,D/Dtr05,D/Dtr10,BLI,MAXDP,Psi_i_A,Psi_e_1d,Vindex,Yindex,CIC3,CIC5,VE3sign_B(i),ATSC2m,ATSC1p,MATS6m,GATS3v,GATS4v,GATS5e,GATS7e,GATS8e,GATS1p,GATS3s,GATS4s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_8,P_VSA_MR_3,P_VSA_MR_5,P_VSA_MR_7,P_VSA_s_1,P_VSA_s_3,P_VSA_ppp_N,SpMAD_EA(dm),SM13_AEA(bo),SM15_AEA(dm),SM06_AEA(ri),SM09_AEA(ri),Eig02_EA(dm),Eig03_EA(dm),Eig04_EA(dm),Eig09_AEA(dm),Eig10_AEA(dm),nCp,nCrs,nCconj,C-005,C-026,H-046,H-047,H-051,H-052,O-059,SdCH2,StN,CATS2D_04_DD,CATS2D_02_DA,CATS2D_02_DL,CATS2D_06_DL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_LL,T(N..Cl),T(O..F),T(F..Cl),F03[C-O],F03[C-Cl],F03[O-Cl],F05[C-Cl],MLOGP2
49,84.18,4.677,0,0,0,0,0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.247,0.684,2.056,3.252,3.252,-0.607304964539,7.27,2.046,0.0,1.0,0.708,0.0,0.0,0.0,1.417,1.0,0.708,0.0,15.207,0.0,0.0,15.207,0.0,0.0,15.207,0.0,0.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,12,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76
50,100.18,5.273,0,0,0,0,0,5.3,0.0,0.0,0.0,1.318,2.909,2.119,-0.143,0.643,2.022,1.448,1.158,-0.527,8.417,2.057,0.57,1.056,0.771,1.133,0.0,0.0,1.381,1.052,1.142,0.0,12.673,0.0,42.683,12.673,0.0,0.0,12.673,0.0,0.0,-1.0,-3.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,6,1,0,4,0,0.0,0.0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,1.428
51,98.16,5.774,1,0,1,0,0,5.9,0.0,0.0,0.0,1.248,3.463,2.31,-0.144,0.643,2.022,1.294,1.294,-0.444,7.408,1.885,0.0,1.019,0.791,1.733,0.0,0.0,1.33,1.142,1.396,0.0,12.673,0.0,0.0,12.673,0.0,0.0,17.806,0.0,0.622,-1.0,-3.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,6,0,4,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,1.103
52,84.93,16.986,0,0,0,0,0,0.0,0.0,0.0,0.0,2.405,0.653,3.241,1.386,2.042,0.0,0.0,0.0,-0.18,12.313,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.576,0.0,0.0,0.0,3.165,0.0,0.0,3.165,0.0,0.0,3.165,0.0,1.2,0.0,0.0,0.0,0.0,-1.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86
53,105.16,5.842,0,4,0,1,0,11.1,0.0,0.0,0.0,1.17,2.149,2.929,0.253,0.666,1.73,1.333,1.565,-0.619,7.414,1.207,0.06,0.817,0.958,1.163,1.529,0.0,1.75,0.742,0.708,0.0,4.211,0.0,85.367,22.222,0.0,0.0,4.211,0.0,0.133,-1.247,-3.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,8,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84
54,74.14,4.943,0,2,0,0,0,6.7,0.0,0.0,0.0,1.494,1.333,2.1,0.68,0.853,2.34,1.834,2.482,-0.407,5.42,1.254,0.487,0.617,1.578,0.058,0.0,0.0,2.003,1.689,0.381,17.65,9.185,0.0,11.0,26.835,0.0,0.0,9.185,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,2,0,0,0,0,0,4,0,6,1,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.64
55,106.14,6.244,0,4,0,0,0,17.6,0.0,0.0,0.0,1.105,2.086,3.071,0.255,0.666,1.73,1.412,1.652,-0.647,7.474,1.193,0.081,0.769,1.105,0.959,1.146,0.0,1.902,0.826,0.467,0.0,9.185,0.0,96.367,9.185,0.0,0.0,9.185,0.0,0.287,-1.247,-3.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,8,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84
56,46.08,5.12,0,0,0,0,0,11.1,0.0,0.0,0.0,1.225,0.75,2.5,1.414,2.042,0.0,2.298,0.0,-0.137,2.892,0.482,0.0,2.474,0.0,0.0,0.0,0.0,2.492,0.667,0.0,21.766,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,0.0,0,0,0,2,0,0,6,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
57,132.13,7.772,2,4,2,0,0,23.5,0.0,0.0,0.0,0.878,3.258,3.315,0.085,0.78,2.282,1.501,1.741,-0.472,7.607,1.339,-1.17,1.113,1.377,0.394,0.065,0.0,1.922,1.673,1.442,21.766,2.535,0.0,0.0,2.535,0.0,0.0,16.917,0.0,1.389,-0.567,-2.834,0.0,0.0,2.298,0.405,0.211,0.0,0.0,0,0,0,2,0,0,6,2,0,0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0.003
58,126.15,9.704,2,2,2,0,0,30.8,0.0,0.0,0.0,1.408,2.924,3.702,0.251,1.074,4.096,1.655,2.77,-0.274,7.785,1.232,0.875,2.01,0.83,0.055,0.0,0.0,2.399,0.886,2.514,21.766,0.0,0.0,17.091,0.0,9.454,9.454,0.0,0.0,1.429,-1.391,-4.828,0.0,0.0,0.694,0.0,0.0,0.0,0.0,0,0,0,2,0,0,6,0,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.263
59,62.15,6.906,0,0,0,0,0,0.0,0.0,0.0,0.0,3.674,0.042,1.944,1.348,2.042,0.0,2.298,0.0,-0.17,7.798,1.243,0.0,1.669,0.0,0.0,0.0,0.0,0.937,2.219,0.0,14.381,0.0,0.0,0.0,0.0,0.0,0.0,32.22,0.0,2.95,0.0,0.0,0.0,0.0,-2.95,0.0,0.0,0.0,0.0,0,0,0,2,0,0,6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713
60,78.15,7.815,1,0,1,0,0,10.0,0.0,0.0,0.0,2.949,2.556,3.056,-0.996,1.592,0.0,2.083,0.0,-0.131,9.39,1.474,0.0,1.262,0.0,0.0,0.0,0.0,1.333,2.661,0.0,14.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.967,0.0,0.0,0.0,0.0,0.0,-2.95,0.0,0.0,0.0,0,0,0,2,0,0,6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101
61,87.14,5.809,1,0,1,1,0,6.7,0.0,0.0,0.0,1.093,3.069,2.778,-0.42,1.088,3.971,1.484,2.914,-0.652,5.863,1.038,0.0,1.586,1.246,0.0,0.0,0.0,1.934,1.643,1.799,25.618,3.124,0.0,0.0,11.95,0.0,0.0,4.705,0.0,0.998,-1.562,0.0,0.0,0.0,0.555,-0.4,-0.689,0.0,0.0,1,0,0,2,0,0,6,3,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0.032
62,45.1,4.51,0,0,0,1,0,0.0,0.0,0.0,0.0,1.5,0.25,2.167,1.375,2.042,0.0,2.083,0.0,-0.129,2.647,0.524,0.0,1.295,0.0,0.0,0.0,0.0,2.177,0.744,0.0,16.793,0.0,0.0,0.0,18.011,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0,0,0,2,0,0,6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
63,88.12,6.294,0,0,0,0,0,14.3,0.0,0.0,0.0,1.077,1.444,2.167,0.255,0.684,2.056,2.429,2.429,-0.607304964539,7.285,1.217,0.0,0.946,1.16,0.0,0.0,0.0,1.878,1.252,0.081,0.0,18.37,0.0,22.0,18.37,0.0,0.0,18.37,0.0,0.573,-1.0,-4.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224
64,101.22,4.601,0,4,0,1,0,0.0,0.0,0.0,0.0,1.561,0.785,1.786,0.25,0.666,1.73,1.705,1.908,-0.55,7.628,1.947,-0.006,0.89,0.773,0.311,0.222,0.0,1.732,0.931,1.251,17.65,9.28,0.0,0.0,44.942,0.0,0.0,9.28,0.0,0.133,-1.247,-3.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,6,4,0,4,0,0.0,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2.519
65,148.23,5.701,0,5,0,0,0,11.5,0.0,0.0,0.0,1.152,2.555,2.467,-0.047,0.7,1.932,1.087,0.702,-2.708,11.577,2.199,-0.223,1.091,1.179,0.787,0.686,0.68,1.904,0.939,0.996,28.533,4.592,0.0,64.683,22.243,0.0,0.0,4.592,0.0,0.382,0.0,-2.373,0.0,0.0,0.86,0.0,0.0,-1.434,0.0,3,0,0,1,0,0,9,0,6,2,0.0,0.0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0.05
66,393.4,7.868,5,16,5,3,0,20.0,0.0,0.0,0.0,0.895,3.965,3.438,-0.110592105263,0.667,1.823,2.353,1.832,-0.878,20.005,3.558,-0.024,1.271,1.093,1.346,0.706,1.797,1.575,0.982,0.41,0.0,18.951,0.0,0.0,28.324,0.0,0.0,23.501,4.549,1.107,2.115,4.631,-0.661,-2.0,2.384,2.376,2.369,1.057,0.949,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.809
67,292.28,8.119,4,11,4,2,0,22.2,0.0,0.0,0.0,0.872,3.555,3.583,-0.110592105263,0.691,1.931,2.111,2.111,-0.607304964539,13.661,2.52,0.07,1.291,1.037,1.502,0.9,2.305,1.552,1.048,0.447,0.0,12.634,0.0,0.0,18.883,0.0,0.0,16.274,3.639,1.178,1.838,3.899,-2.0,-2.0,2.384,2.369,2.369,0.876,0.619,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.845
68,92.53,9.253,0,0,0,0,0,10.0,7.833,0.0,0.0,1.286,1.226,2.389,-0.419,0.87,2.983,0.4,2.061,-0.582,6.721,1.043,0.0,0.909,0.791,0.0,0.0,0.0,1.038,0.897,1.239,0.0,7.442,0.0,11.0,7.442,39.149,0.0,7.442,0.0,0.344,-1.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,5,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.166
69,88.12,6.294,1,2,1,0,0,14.3,0.0,0.0,0.0,1.142,2.822,2.944,-0.425,0.882,2.636,0.822,1.638,-0.251,5.775,1.168,0.721,0.642,1.722,0.846,0.0,0.0,1.881,1.633,1.555,17.65,4.592,0.0,0.0,22.243,0.0,0.0,11.784,0.0,1.092,-1.675,0.0,0.0,0.0,0.286,0.0,-0.998,0.0,0.0,2,0,0,0,0,0,2,3,3,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0.344
70,106.18,5.899,6,1,0,0,0,0.0,0.0,0.0,0.0,1.114,0.162,1.896,0.084,0.573,1.782,0.973,0.82,-0.857,6.514,1.894,0.2,1.009,1.211,0.877,0.0,0.0,1.062,0.943,1.268,8.825,2.535,0.0,0.0,11.36,0.0,0.0,5.72,0.0,0.0,-0.757,-2.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,5,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.653
71,45.1,4.51,0,0,0,1,0,0.0,0.0,0.0,0.0,1.673,0.847,2.5,1.357,2.042,0.0,1.208,0.0,-0.178,2.653,0.645,0.0,0.579,0.0,0.0,0.0,0.0,1.794,1.058,0.0,8.825,35.003,0.0,0.0,43.828,0.0,0.0,2.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,0,3,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03
72,187.86,23.482,0,0,0,0,0,0.0,0.0,0.0,0.0,3.277,0.451,2.125,-1.003,1.089,3.132,2.0,0.0,-0.607304964539,58.286,0.482,0.0,1.0,0.0,0.0,0.0,0.0,0.526,1.164,0.0,0.0,4.808,91.908,0.0,4.808,0.0,0.0,4.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.957
73,88.07,8.807,1,0,1,0,0,30.0,0.0,12.467,0.0,0.845,2.799,3.111,0.256,0.793,2.803,1.2,1.532,-0.355,4.628,0.787,0.0,1.044,0.946,0.0,0.0,0.0,1.851,0.84,4.85,0.0,9.185,0.0,0.0,9.185,0.0,0.0,18.434,0.0,1.07,-1.618,-4.372,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.474
74,98.96,12.37,0,0,0,0,0,0.0,0.0,0.0,0.0,2.104,0.943,2.806,-1.014,1.089,3.132,2.0,0.0,-0.607304964539,9.289,0.676,0.0,0.865,0.0,0.0,0.0,0.0,0.718,1.129,0.0,0.0,5.699,0.0,0.0,5.699,78.297,0.0,5.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.301
75,118.2,5.373,0,5,0,0,0,9.1,0.0,0.0,0.0,1.315,1.511,2.125,-0.149,0.617,1.574,1.796,1.796,-0.607304964539,9.268,1.862,-0.094,0.723,1.463,0.918,0.091,0.046,2.008,1.481,0.474,17.65,18.37,0.0,22.0,36.02,0.0,0.0,18.37,0.0,0.491,-0.765,-2.449,0.0,0.0,0.86,0.0,0.0,0.0,0.0,2,0,0,0,0,0,8,0,6,2,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.499
76,90.14,5.634,0,3,0,0,0,12.5,0.0,0.0,0.0,1.136,1.157,2.333,-0.431,0.737,1.958,1.844,2.219,-0.607304964539,6.806,1.118,-0.798,1.349,1.057,1.42,0.0,0.0,2.255,1.006,0.284,21.766,9.185,0.0,22.0,9.185,0.0,0.0,9.185,0.0,0.688,-1.732,0.0,0.0,0.0,0.86,0.0,-0.86,0.0,0.0,0,0,0,2,0,0,10,0,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007
77,90.14,5.634,0,3,0,0,0,12.5,0.0,0.0,0.0,1.26,2.072,2.667,-0.425,0.737,1.958,0.672,1.172,-1.287,6.584,1.225,-0.005,0.696,1.304,0.677,0.0,0.0,1.952,0.924,0.475,8.825,9.185,0.0,53.683,18.01,0.0,0.0,9.185,0.0,0.344,-1.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,6,0,3,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007
78,44.06,6.294,0,0,0,0,0,14.3,3.0,0.0,0.0,1.077,1.0,2.167,-1.021,4.5,0.0,1.429,0.0,-0.607304964539,2.647,0.608,0.0,0.0,0.0,0.0,0.0,0.0,1.733,0.0,0.0,0.0,9.185,0.0,11.0,9.185,0.0,0.0,9.185,0.0,0.573,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319
79,60.12,5.01,0,1,0,2,0,0.0,0.0,0.0,0.0,1.316,0.903,2.75,-1.014,1.089,3.132,1.667,3.057,-0.607304964539,3.868,0.653,0.0,0.771,0.419,0.0,0.0,0.0,1.61,0.672,1.145,0.0,70.006,0.0,0.0,70.006,0.0,0.0,4.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.109
80,46.03,9.206,1,0,1,0,0,40.0,0.0,0.0,0.0,0.741,1.361,5.0,1.456,2.042,0.0,0.929,0.0,-0.19,1.251,0.158,0.0,0.494,0.0,0.0,0.0,0.0,1.778,1.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.201,1.437,0.0,0.0,0.0,0.0,-1.437,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.056
81,92.11,6.579,0,2,0,0,0,21.4,0.0,0.0,0.0,1.024,2.167,3.722,-0.415,0.955,3.135,1.0,2.217,-0.533,5.759,0.932,0.72,1.035,0.631,0.733,0.0,0.0,1.647,0.818,1.097,0.0,0.0,0.0,128.05,0.0,0.0,0.0,0.0,0.0,0.0,-1.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,5,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1.876
82,75.08,7.508,1,1,1,1,0,20.0,0.0,0.0,0.0,0.892,2.243,4.033,0.677,1.106,3.916,0.4,2.525,-0.251,3.418,0.517,0.0,0.933,0.746,0.0,0.0,0.0,1.423,1.16,1.766,0.0,35.003,0.0,0.0,35.003,0.0,0.0,3.016,0.91,1.267,0.0,0.0,0.0,0.0,0.159,-0.923,-1.61,0.0,0.0,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.813
83,58.04,9.673,2,1,2,0,0,33.3,0.0,0.0,0.0,0.805,1.806,4.5,-1.053,1.089,3.132,1.528,0.0,-0.607304964539,1.246,0.452,0.0,0.462,0.0,0.0,0.0,0.0,1.488,1.089,0.0,0.0,0.0,0.0,0.0,0.0,22.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.705
84,138.02,17.252,0,0,0,0,6,0.0,0.0,0.0,0.0,0.593,2.437,6.312,-0.110592105263,1.201,4.976,2.689,0.0,-0.607304964539,0.508,0.784,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.519,0.0,15.519,0.0,0.0,0.0,0.0,1.726,-1.0,-3.0,0.0,0.0,3.02,0.0,-1.51,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.957
85,110.12,7.866,6,0,0,0,0,14.3,0.0,0.0,0.0,0.851,2.646,2.917,0.083,0.597,1.848,1.571,1.571,-0.607304964539,3.619,1.337,-1.509,1.213,1.054,0.021,0.0,0.0,0.797,1.186,1.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,0,0,4,0,4,4,0,0,0,0,4,0,0,0,0.798
86,68.09,7.566,5,0,0,2,0,0.0,0.0,9.167,0.0,0.856,0.667,2.3,-0.429,0.92,3.125,0.0,0.0,-0.607304964539,2.938,0.437,0.0,1.279,0.0,0.0,0.0,0.0,1.197,1.217,0.0,0.0,0.0,0.0,0.0,34.452,16.786,0.0,0.0,0.0,0.0,-1.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.134
87,116.18,5.809,1,3,1,0,0,10.0,0.0,0.0,0.0,1.183,3.126,2.625,-0.146,0.755,2.125,1.213,1.645,-0.656,8.264,1.867,-0.775,1.273,0.539,0.704,0.0,0.0,1.755,1.2,0.942,26.476,4.592,0.0,0.0,31.068,0.0,0.0,11.784,0.0,0.78,-1.0,-2.606,0.0,0.0,0.286,0.0,0.0,0.0,0.0,3,0,0,0,0,6,2,3,1,0,0.0,0.0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,1.886
88,86.2,4.31,0,2,0,0,0,0.0,0.0,0.0,0.0,1.662,0.253,1.722,-0.412,0.882,2.636,1.313,2.294,-0.246,6.409,2.067,0.429,1.206,0.704,1.005,0.0,0.0,1.667,1.238,0.54,26.476,5.069,0.0,0.0,31.545,0.0,0.0,5.069,0.0,0.0,-1.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.363
89,60.11,5.009,0,0,0,0,0,8.3,0.0,0.0,0.0,1.413,2.056,2.833,-1.0,1.592,0.0,1.758,0.0,-0.12,4.124,0.991,0.0,1.174,0.0,0.0,0.0,0.0,1.768,1.829,0.0,17.65,0.0,0.0,42.683,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1,0,6,0,0.0,0.0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.12
90,102.15,6.009,1,2,1,0,0,11.8,0.0,0.0,0.0,1.149,3.032,2.786,0.252,0.875,2.672,1.31,2.031,-0.213,7.047,1.519,0.675,0.926,1.025,1.433,0.0,0.0,1.805,1.533,0.819,26.476,0.0,0.0,0.0,26.476,0.0,0.0,7.191,0.0,0.91,-1.0,-4.772,0.0,0.0,0.286,0.0,0.0,0.0,0.0,3,0,0,0,0,0,1,3,6,0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0.991
91,59.13,4.548,0,0,0,1,0,0.0,0.0,0.0,0.0,1.488,1.111,2.333,-0.997,1.592,0.0,1.785,0.0,-0.122,4.035,1.001,0.0,1.316,0.0,0.0,0.0,0.0,1.692,1.793,0.0,17.65,32.897,0.0,0.0,50.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1,0,6,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.12
92,90.09,7.508,1,1,1,0,0,25.0,0.0,0.0,0.0,0.931,2.449,4.0,-0.414,1.088,3.971,0.396,2.487,-0.684,4.381,0.875,0.0,1.081,0.791,0.0,0.0,0.0,1.511,0.985,1.752,8.825,0.0,0.0,42.683,8.825,0.0,0.0,0.91,0.91,1.08,-1.562,0.0,0.0,0.0,0.288,0.0,-1.052,0.0,0.0,1,0,0,0,0,0,1,0,3,0,0.0,0.0,0,1,1,0,1,2,0,0,0,0,2,0,0,0,0.494
93,98.06,10.896,3,0,3,0,0,33.3,0.0,15.767,0.0,0.74,2.924,3.548,-0.147,0.706,2.393,0.889,0.889,-0.607304964539,0.85,0.787,0.0,1.114,0.748,0.0,0.0,0.0,1.174,1.527,2.096,0.0,0.0,0.0,0.0,0.0,18.952,0.0,14.383,0.0,0.857,-1.0,-4.473,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0,0,4,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0.252
94,126.15,8.41,6,0,0,6,0,0.0,0.0,0.0,0.0,0.736,1.137,2.889,-0.048,0.595,1.903,1.985,1.985,-0.45,4.473,0.112,1.478,0.882,1.935,2.236,0.0,0.0,0.981,1.361,0.154,0.0,0.0,0.0,0.0,5.697,50.357,0.0,5.697,0.0,0.0,-0.347,-1.583,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0
95,32.06,5.343,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,-1.498,0.0,0.0,2.195,0.0,-0.607304964539,1.302,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.523
96,86.1,7.175,2,1,2,0,0,16.7,0.0,0.0,0.0,0.919,2.6,3.556,-0.418,1.088,3.971,0.563,2.355,-0.777,3.912,1.067,0.0,1.663,0.71,0.0,0.0,0.0,1.297,0.862,2.003,8.825,15.767,0.0,0.0,8.825,0.0,0.0,4.095,0.91,0.575,-1.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,3,2,0,0,0,3.155,0.0,0,1,1,0,2,4,0,0,0,0,4,0,0,0,0.229
97,96.12,10.68,2,0,2,0,0,33.3,0.0,0.0,0.0,2.079,2.187,4.583,0.649,1.553,0.0,1.103,0.0,-0.096,8.417,1.203,0.0,0.93,0.0,0.0,0.0,0.0,1.934,1.946,0.0,7.19,0.0,0.0,39.096,0.0,1.339,1.339,0.0,1.339,1.462,0.0,0.0,0.0,0.0,0.0,0.0,-2.925,0.0,0.0,0,0,0,1,0,0,3,0,0,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.449
98,32.05,5.342,0,0,0,0,0,16.7,0.0,0.0,0.0,1.342,1.0,4.0,-1.498,0.0,0.0,1.654,0.0,-0.235,1.551,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.353,0.0,0.0,4.602,0.0,0.0,42.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663
99,86.1,7.175,2,2,2,0,0,16.7,0.0,0.0,0.0,0.908,2.84,3.194,-0.428,0.955,3.135,0.563,1.758,-0.631,4.468,1.021,0.956,1.06,1.227,0.051,0.0,0.0,1.645,1.059,2.643,10.883,15.767,0.0,0.0,0.0,9.476,0.0,7.191,0.0,0.67,-1.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,0,0,6,0,0,0,3.157,0.0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0.229
100,72.12,5.548,1,1,1,0,0,7.7,0.0,0.0,0.0,1.324,2.812,2.833,0.668,1.106,3.916,0.885,2.724,-0.254,4.548,1.253,0.0,1.046,1.041,0.0,0.0,0.0,1.62,1.853,1.415,17.65,2.535,0.0,0.0,20.185,0.0,0.0,7.668,0.0,1.089,0.0,0.0,0.0,0.0,0.0,-0.68,-1.498,0.0,0.0,2,0,0,0,0,3,0,5,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0.429
