,MW,AMW,nBM,RBN,nDB,nN,nF,O%,D/Dtr03,D/Dtr05,D/Dtr10,BLI,MAXDP,Psi_i_A,Psi_e_1d,Vindex,Yindex,CIC3,CIC5,VE3sign_B(i),ATSC2m,ATSC1p,MATS6m,GATS3v,GATS4v,GATS5e,GATS7e,GATS8e,GATS1p,GATS3s,GATS4s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_8,P_VSA_MR_3,P_VSA_MR_5,P_VSA_MR_7,P_VSA_s_1,P_VSA_s_3,P_VSA_ppp_N,SpMAD_EA(dm),SM13_AEA(bo),SM15_AEA(dm),SM06_AEA(ri),SM09_AEA(ri),Eig02_EA(dm),Eig03_EA(dm),Eig04_EA(dm),Eig09_AEA(dm),Eig10_AEA(dm),nCp,nCrs,nCconj,C-005,C-026,H-046,H-047,H-051,H-052,O-059,SdCH2,StN,CATS2D_04_DD,CATS2D_02_DA,CATS2D_02_DL,CATS2D_06_DL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_LL,T(N..Cl),T(O..F),T(F..Cl),F03[C-O],F03[C-Cl],F03[O-Cl],F05[C-Cl],MLOGP2
153,131.38,21.897,1,0,1,0,0,0.0,0.0,0.0,0.0,1.558,0.846,3.2,0.68,1.106,3.916,1.195,0.0,-0.301,7.455,0.021,0.0,1.61,0.0,0.0,0.0,0.0,0.501,1.173,0.0,0.0,9.791,39.149,0.0,0.0,39.149,0.0,3.816,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.332
154,119.37,23.874,0,0,0,0,0,0.0,0.0,0.0,0.0,1.964,0.694,3.417,-1.017,1.592,0.0,0.0,0.0,-0.128,8.292,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.446,0.0,0.0,0.0,1.107,0.0,0.0,0.0,0.0,-0.83,-0.83,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.301
155,147.43,13.403,0,0,0,0,0,0.0,0.0,0.0,0.0,1.845,1.275,2.778,-0.415,0.955,3.135,1.405,0.0,-0.54,13.184,0.825,0.0,1.041,0.906,0.0,0.0,0.0,0.664,1.046,1.114,0.0,5.699,0.0,0.0,5.699,117.446,0.0,5.699,0.0,0.0,-1.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.781
156,101.22,4.601,0,3,0,1,0,0.0,0.0,0.0,0.0,1.535,0.375,1.786,0.25,0.899,2.933,2.434,3.029,-1.399,7.837,1.85,0.464,0.846,1.581,0.222,0.0,0.0,1.873,0.933,1.141,26.476,6.317,0.0,0.0,35.917,0.0,0.0,6.317,0.0,0.267,-1.618,-3.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,6,0,9,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2.519
157,114.03,14.254,1,0,1,0,3,25.0,0.0,0.0,0.0,0.622,2.579,5.702,0.236,1.159,4.656,0.969,0.0,-0.833,0.971,0.602,0.0,0.893,1.355,0.0,0.0,0.0,1.635,0.306,2.347,0.0,0.0,7.76,0.0,7.76,0.0,0.0,0.91,0.91,1.963,-1.0,-6.155,0.0,0.0,1.892,-1.129,-1.51,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0.134
158,70.02,14.004,0,0,0,0,3,0.0,0.0,0.0,0.0,0.655,1.667,6.333,-1.062,1.592,0.0,0.0,0.0,-0.169,1.869,0.284,0.0,0.0,0.0,0.0,0.0,0.0,2.484,0.0,0.0,0.0,0.0,14.05,0.0,14.05,0.0,0.0,0.0,0.0,2.013,0.0,0.0,0.0,0.0,-1.51,-1.51,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243
159,265.47,14.748,9,3,3,0,0,16.7,0.0,0.0,0.0,0.959,3.852,3.289,-0.110592105263,0.498,1.54,1.585,1.585,-1.935,3.978,0.793,0.281,1.241,1.21,1.627,0.0,0.0,0.586,0.62,1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.902,0.0,0.774,1.0,2.461,-2.0,-6.0,1.935,1.935,0.0,0.9,-0.524,0,0,3,0,0,0,3,0,0,0,0.0,0.0,0,0,0,0,6,6,3,0,0,0,6,6,0,9,3.789
160,103.93,6.496,0,3,0,0,0,18.8,0.0,0.0,0.0,0.966,1.104,2.548,0.26,0.899,2.933,2.377,3.08,-0.674,7.504,1.424,0.739,0.988030674847,0.723539877301,0.068,0.0,0.0,2.051,0.499,2.766,32.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.618,-3.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,9,0,0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.876
161,59.13,4.548,0,0,0,1,0,0.0,0.0,0.0,0.0,1.342,0.0,2.0,-1.016,1.592,0.0,2.845,0.0,-0.092,4.028,0.779,0.0,2.486,0.0,0.0,0.0,0.0,2.225,2.167,0.0,25.189,0.0,0.0,0.0,3.124,0.0,0.0,0.0,0.0,0.533,0.0,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0,0.0,0,0,0,3,0,0,9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
162,86.1,7.175,2,2,2,0,0,16.7,0.0,0.0,0.0,0.931,2.75,3.194,-0.429,0.882,2.636,0.563,1.459,-0.249,4.26,1.021,0.956,0.659,1.611,0.762,0.0,0.0,1.645,1.91,1.033,8.825,27.301,0.0,0.0,8.825,0.0,0.0,7.191,0.0,1.092,-1.675,0.0,0.0,0.0,0.286,0.0,-0.998,0.0,0.0,1,0,0,0,0,0,2,3,0,0,3.158,0.0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0.229
163,62.5,10.417,1,0,1,0,0,0.0,0.0,0.0,0.0,1.594,0.651,3.037,1.392,2.042,0.0,1.195,0.0,-0.174,2.834,0.493,0.0,0.964,0.0,0.0,0.0,0.0,0.784,1.431,0.0,0.0,25.558,39.149,0.0,0.0,39.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,3.127,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486
164,46.05,7.675,1,0,1,0,1,0.0,0.0,0.0,0.0,0.94,2.056,4.333,1.424,2.042,0.0,1.195,0.0,-0.194,1.773,0.538,0.0,0.279,0.0,0.0,0.0,0.0,1.495,1.641,0.0,0.0,31.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2.694,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94
165,106.18,5.899,6,0,0,0,0,0.0,0.0,0.0,0.0,1.06,0.12,1.917,0.084,0.633,2.091,1.528,1.528,-0.607304964539,6.483,1.894,0.8,1.275,1.381,0.51,0.0,0.0,1.062,1.1,1.506,17.65,0.0,0.0,0.0,17.65,0.0,0.0,6.371,0.0,0.0,-0.732,-3.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,6,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.653
